id,target
309327,1
309328,0
309329,1
309330,1
309331,1
309332,0
309333,1
309334,1
309335,1
309336,0
309337,0
309338,1
309339,1
309340,1
309341,1
309342,1
309343,0
309344,0
309345,1
309346,0
309347,1
309348,0
309349,1
309350,1
309351,1
309352,1
309353,1
309354,1
309355,1
309356,0
309357,0
309358,1
309359,1
309360,1
309361,0
309362,1
309363,0
309364,1
309365,0
309366,0
309367,1
309368,1
309369,1
309370,1
309371,1
309372,1
309373,1
309374,1
309375,1
309376,1
309377,0
309378,1
309379,1
309380,1
309381,0
309382,0
309383,1
309384,1
309385,0
309386,1
309387,1
309388,1
309389,1
309390,1
309391,0
309392,1
309393,1
309394,1
309395,1
309396,1
309397,1
309398,1
309399,0
309400,1
309401,0
309402,1
309403,0
309404,1
309405,0
309406,0
309407,1
309408,1
309409,1
309410,1
309411,1
309412,1
309413,1
309414,1
309415,1
309416,1
309417,1
309418,1
309419,1
309420,0
309421,1
309422,1
309423,0
309424,0
309425,0
309426,1
309427,1
309428,1
309429,1
309430,1
309431,1
309432,1
309433,1
309434,0
309435,1
309436,1
309437,0
309438,1
309439,1
309440,1
309441,1
309442,0
309443,1
309444,1
309445,1
309446,1
309447,0
309448,1
309449,1
309450,1
309451,1
309452,0
309453,1
309454,1
309455,1
309456,1
309457,0
309458,1
309459,1
309460,0
309461,1
309462,1
309463,1
309464,1
309465,1
309466,0
309467,1
309468,1
309469,1
309470,0
309471,1
309472,0
309473,1
309474,0
309475,1
309476,1
309477,0
309478,1
309479,0
309480,0
309481,0
309482,0
309483,0
309484,1
309485,1
309486,0
309487,1
309488,0
309489,0
309490,1
309491,0
309492,0
309493,1
309494,0
309495,1
309496,1
309497,1
309498,0
309499,1
309500,0
309501,1
309502,1
309503,1
309504,1
309505,0
309506,0
309507,1
309508,0
309509,1
309510,0
309511,0
309512,1
309513,1
309514,1
309515,1
309516,0
309517,1
309518,1
309519,0
309520,0
309521,1
309522,1
309523,1
309524,0
309525,1
309526,1
309527,0
309528,1
309529,1
309530,1
309531,1
309532,1
309533,0
309534,0
309535,0
309536,0
309537,0
309538,0
309539,1
309540,1
309541,1
309542,0
309543,1
309544,1
309545,0
309546,1
309547,1
309548,1
309549,0
309550,1
309551,0
309552,0
309553,0
309554,1
309555,1
309556,1
309557,1
309558,1
309559,1
309560,1
309561,0
309562,1
309563,1
309564,1
309565,1
309566,0
309567,1
309568,1
309569,1
309570,1
309571,1
309572,1
309573,1
309574,1
309575,1
309576,1
309577,1
309578,1
309579,0
309580,1
309581,1
309582,0
309583,1
309584,1
309585,1
309586,1
309587,0
309588,0
309589,1
309590,1
309591,1
309592,1
309593,0
309594,1
309595,0
309596,1
309597,1
309598,1
309599,1
309600,1
309601,0
309602,0
309603,1
309604,1
309605,1
309606,1
309607,1
309608,0
309609,1
309610,0
309611,1
309612,0
309613,1
309614,1
309615,1
309616,0
309617,0
309618,1
309619,1
309620,0
309621,1
309622,0
309623,0
309624,0
309625,1
309626,0
309627,1
309628,0
309629,1
309630,1
309631,0
309632,0
309633,0
309634,0
309635,0
309636,1
309637,1
309638,1
309639,0
309640,0
309641,0
309642,1
309643,0
309644,1
309645,1
309646,1
309647,0
309648,0
309649,0
309650,1
309651,1
309652,0
309653,1
309654,1
309655,0
309656,0
309657,1
309658,1
309659,1
309660,1
309661,1
309662,1
309663,0
309664,1
309665,0
309666,0
309667,0
309668,1
309669,0
309670,1
309671,1
309672,1
309673,0
309674,0
309675,1
309676,1
309677,0
309678,1
309679,1
309680,0
309681,1
309682,1
309683,0
309684,0
309685,1
309686,0
309687,0
309688,0
309689,0
309690,0
309691,1
309692,1
309693,1
309694,1
309695,1
309696,0
309697,0
309698,1
309699,1
309700,0
309701,1
309702,1
309703,0
309704,1
309705,1
309706,1
309707,1
309708,0
309709,0
309710,0
309711,0
309712,1
309713,0
309714,0
309715,1
309716,1
309717,1
309718,1
309719,0
309720,0
309721,1
309722,1
309723,0
309724,1
309725,1
309726,1
309727,1
309728,1
309729,1
309730,0
309731,1
309732,0
309733,1
309734,1
309735,0
309736,0
309737,1
309738,1
309739,0
309740,0
309741,0
309742,1
309743,0
309744,1
309745,0
309746,0
309747,0
309748,0
309749,0
309750,0
309751,1
309752,1
309753,0
309754,1
309755,1
309756,1
309757,1
309758,0
309759,0
309760,1
309761,0
309762,0
309763,0
309764,0
309765,1
309766,0
309767,1
309768,1
309769,0
309770,1
309771,0
309772,1
309773,1
309774,1
309775,1
309776,1
309777,1
309778,1
309779,1
309780,1
309781,1
309782,1
309783,1
309784,1
309785,1
309786,1
309787,1
309788,1
309789,0
309790,1
309791,0
309792,1
309793,0
309794,0
309795,0
309796,0
309797,1
309798,1
309799,1
309800,1
309801,1
309802,1
309803,0
309804,1
309805,1
309806,0
309807,1
309808,0
309809,1
309810,1
309811,1
309812,1
309813,1
309814,1
309815,0
309816,0
309817,0
309818,1
309819,1
309820,1
309821,0
309822,1
309823,1
309824,0
309825,0
309826,0
309827,1
309828,0
309829,1
309830,0
309831,1
309832,0
309833,1
309834,1
309835,1
309836,0
309837,1
309838,1
309839,0
309840,0
309841,1
309842,1
309843,0
309844,0
309845,1
309846,0
309847,0
309848,0
309849,1
309850,1
309851,1
309852,0
309853,0
309854,1
309855,0
309856,1
309857,1
309858,1
309859,0
309860,1
309861,1
309862,0
309863,0
309864,1
309865,0
309866,1
309867,0
309868,1
309869,0
309870,0
309871,1
309872,1
309873,1
309874,1
309875,1
309876,1
309877,0
309878,1
309879,0
309880,1
309881,0
309882,0
309883,1
309884,0
309885,0
309886,1
309887,1
309888,0
309889,1
309890,0
309891,1
309892,1
309893,0
309894,0
309895,0
309896,1
309897,0
309898,1
309899,1
309900,1
309901,1
309902,1
309903,0
309904,1
309905,1
309906,1
309907,0
309908,1
309909,1
309910,1
309911,1
309912,1
309913,0
309914,1
309915,1
309916,0
309917,1
309918,1
309919,1
309920,1
309921,1
309922,1
309923,0
309924,0
309925,1
309926,0
309927,1
309928,1
309929,1
309930,1
309931,0
309932,0
309933,0
309934,1
309935,0
309936,0
309937,1
309938,0
309939,1
309940,0
309941,0
309942,1
309943,1
309944,1
309945,1
309946,1
309947,0
309948,1
309949,1
309950,0
309951,1
309952,1
309953,1
309954,0
309955,1
309956,0
309957,1
309958,1
309959,1
309960,0
309961,1
309962,1
309963,0
309964,0
309965,1
309966,1
309967,1
309968,1
309969,1
309970,1
309971,1
309972,1
309973,1
309974,1
309975,0
309976,1
309977,1
309978,1
309979,0
309980,0
309981,0
309982,1
309983,1
309984,1
309985,0
309986,1
309987,1
309988,1
309989,0
309990,0
309991,0
309992,1
309993,1
309994,1
309995,0
309996,0
309997,0
309998,1
309999,1
310000,0
310001,0
310002,0
310003,1
310004,1
310005,0
310006,1
310007,1
310008,1
310009,0
310010,1
310011,1
310012,0
310013,1
310014,0
310015,1
310016,0
310017,1
310018,1
310019,0
310020,1
310021,1
310022,0
310023,1
310024,1
310025,1
310026,0
310027,1
310028,1
310029,0
310030,1
310031,1
310032,0
310033,1
310034,1
310035,0
310036,1
310037,1
310038,1
310039,1
310040,1
310041,1
310042,1
310043,1
310044,1
310045,1
310046,0
310047,1
310048,0
310049,0
310050,1
310051,1
310052,1
310053,1
310054,0
310055,1
310056,0
310057,1
310058,0
310059,0
310060,1
310061,0
310062,1
310063,1
310064,1
310065,1
310066,1
310067,1
310068,1
310069,1
310070,1
310071,1
310072,1
310073,1
310074,1
310075,1
310076,1
310077,0
310078,1
310079,1
310080,1
310081,1
310082,1
310083,0
310084,1
310085,1
310086,1
310087,0
310088,1
310089,0
310090,1
310091,0
310092,0
310093,0
310094,0
310095,0
310096,1
310097,1
310098,0
310099,0
310100,1
310101,0
310102,1
310103,1
310104,1
310105,1
310106,0
310107,0
310108,0
310109,1
310110,1
310111,0
310112,1
310113,1
310114,0
310115,1
310116,0
310117,0
310118,1
310119,0
310120,1
310121,0
310122,1
310123,1
310124,1
310125,1
310126,1
310127,0
310128,0
310129,0
310130,1
310131,0
310132,0
310133,0
310134,0
310135,1
310136,0
310137,1
310138,1
310139,1
310140,1
310141,1
310142,1
310143,1
310144,1
310145,1
310146,0
310147,1
310148,0
310149,0
310150,1
310151,1
310152,1
310153,1
310154,0
310155,1
310156,0
310157,1
310158,0
310159,1
310160,1
310161,1
310162,0
310163,1
310164,0
310165,1
310166,0
310167,1
310168,0
310169,1
310170,0
310171,0
310172,1
310173,0
310174,1
310175,0
310176,1
310177,1
310178,1
310179,1
310180,0
310181,0
310182,1
310183,1
310184,0
310185,1
310186,1
310187,1
310188,1
310189,0
310190,1
310191,0
310192,0
310193,0
310194,1
310195,0
310196,0
310197,1
310198,1
310199,0
310200,1
310201,1
310202,1
310203,1
310204,1
310205,0
310206,0
310207,1
310208,1
310209,1
310210,1
310211,1
310212,1
310213,0
310214,1
310215,1
310216,1
310217,1
310218,1
310219,1
310220,1
310221,1
310222,1
310223,0
310224,0
310225,1
310226,1
310227,1
310228,1
310229,1
310230,1
310231,1
310232,1
310233,1
310234,1
310235,1
310236,0
310237,1
310238,1
310239,0
310240,0
310241,0
310242,0
310243,0
310244,1
310245,0
310246,0
310247,1
310248,1
310249,1
310250,1
310251,1
310252,1
310253,0
310254,0
310255,0
310256,0
310257,1
310258,1
310259,0
310260,1
310261,1
310262,1
310263,1
310264,0
310265,0
310266,0
310267,0
310268,1
310269,1
310270,0
310271,1
310272,1
310273,1
310274,0
310275,0
310276,1
310277,0
310278,1
310279,1
310280,0
310281,0
310282,0
310283,1
310284,1
310285,0
310286,1
310287,1
310288,0
310289,1
310290,0
310291,0
310292,0
310293,1
310294,0
310295,0
310296,1
310297,0
310298,0
310299,1
310300,0
310301,0
310302,1
310303,1
310304,1
310305,1
310306,0
310307,0
310308,0
310309,1
310310,0
310311,1
310312,1
310313,1
310314,1
310315,1
310316,0
310317,1
310318,0
310319,1
310320,0
310321,0
310322,1
310323,0
310324,1
310325,1
310326,1
310327,1
310328,1
310329,0
310330,1
310331,0
310332,1
310333,1
310334,1
310335,0
310336,0
310337,0
310338,1
310339,0
310340,1
310341,1
310342,1
310343,1
310344,0
310345,1
310346,1
310347,1
310348,1
310349,0
310350,1
310351,1
310352,1
310353,0
310354,1
310355,0
310356,0
310357,0
310358,1
310359,0
310360,0
310361,1
310362,1
310363,1
310364,1
310365,0
310366,0
310367,0
310368,1
310369,0
310370,0
310371,1
310372,1
310373,1
310374,1
310375,1
310376,1
310377,0
310378,1
310379,1
310380,0
310381,1
310382,1
310383,1
310384,1
310385,1
310386,1
310387,1
310388,0
310389,0
310390,1
310391,0
310392,1
310393,1
310394,0
310395,1
310396,0
310397,1
310398,1
310399,0
310400,1
310401,1
310402,1
310403,1
310404,1
310405,1
310406,0
310407,1
310408,0
310409,0
310410,1
310411,1
310412,0
310413,1
310414,0
310415,1
310416,0
310417,1
310418,0
310419,1
310420,0
310421,1
310422,1
310423,0
310424,1
310425,0
310426,0
310427,0
310428,0
310429,1
310430,1
310431,1
310432,1
310433,1
310434,0
310435,1
310436,0
310437,0
310438,0
310439,0
310440,0
310441,0
310442,0
310443,1
310444,1
310445,1
310446,0
310447,0
310448,0
310449,0
310450,0
310451,1
310452,0
310453,1
310454,1
310455,0
310456,1
310457,1
310458,1
310459,0
310460,1
310461,1
310462,0
310463,0
310464,1
310465,0
310466,1
310467,1
310468,1
310469,1
310470,1
310471,1
310472,1
310473,1
310474,1
310475,0
310476,1
310477,0
310478,1
310479,1
310480,1
310481,1
310482,1
310483,1
310484,0
310485,1
310486,0
310487,0
310488,1
310489,0
310490,1
310491,1
310492,1
310493,0
310494,0
310495,0
310496,1
310497,0
310498,1
310499,1
310500,1
310501,1
310502,1
310503,0
310504,1
310505,1
310506,1
310507,1
310508,0
310509,1
310510,0
310511,1
310512,1
310513,1
310514,1
310515,1
310516,1
310517,1
310518,1
310519,0
310520,1
310521,1
310522,0
310523,1
310524,0
310525,1
310526,0
310527,0
310528,0
310529,1
310530,0
310531,1
310532,0
310533,1
310534,1
310535,0
310536,1
310537,1
310538,0
310539,1
310540,1
310541,1
310542,0
310543,1
310544,0
310545,1
310546,0
310547,1
310548,1
310549,1
310550,0
310551,1
310552,0
310553,1
310554,1
310555,1
310556,0
310557,1
310558,1
310559,0
310560,1
310561,1
310562,1
310563,1
310564,1
310565,1
310566,0
310567,0
310568,0
310569,1
310570,1
310571,0
310572,1
310573,1
310574,0
310575,0
310576,1
310577,0
310578,0
310579,0
310580,1
310581,1
310582,0
310583,0
310584,1
310585,1
310586,1
310587,1
310588,0
310589,1
310590,0
310591,0
310592,0
310593,0
310594,1
310595,1
310596,1
310597,0
310598,0
310599,0
310600,1
310601,1
310602,1
310603,0
310604,1
310605,1
310606,1
310607,1
310608,0
310609,1
310610,0
310611,1
310612,0
310613,1
310614,1
310615,0
310616,0
310617,0
310618,1
310619,1
310620,1
310621,1
310622,1
310623,1
310624,1
310625,1
310626,0
310627,0
310628,1
310629,1
310630,0
310631,0
310632,1
310633,1
310634,1
310635,1
310636,1
310637,1
310638,1
310639,0
310640,1
310641,1
310642,1
310643,0
310644,0
310645,1
310646,1
310647,0
310648,1
310649,1
310650,1
310651,0
310652,0
310653,1
310654,0
310655,0
310656,0
310657,1
310658,0
310659,1
310660,1
310661,1
310662,0
310663,1
310664,1
310665,1
310666,1
310667,1
310668,0
310669,1
310670,0
310671,1
310672,0
310673,0
310674,0
310675,0
310676,0
310677,1
310678,0
310679,1
310680,0
310681,1
310682,0
310683,0
310684,0
310685,0
310686,0
310687,1
310688,1
310689,1
310690,0
310691,0
310692,0
310693,1
310694,1
310695,1
310696,0
310697,0
310698,1
310699,1
310700,1
310701,0
310702,1
310703,1
310704,0
310705,0
310706,0
310707,1
310708,0
310709,0
310710,1
310711,1
310712,0
310713,0
310714,1
310715,1
310716,0
310717,1
310718,1
310719,0
310720,1
310721,0
310722,1
310723,1
310724,1
310725,1
310726,1
310727,0
310728,0
310729,0
310730,0
310731,0
310732,1
310733,0
310734,1
310735,1
310736,0
310737,1
310738,1
310739,0
310740,1
310741,0
310742,0
310743,0
310744,1
310745,1
310746,1
310747,1
310748,1
310749,0
310750,1
310751,1
310752,1
310753,1
310754,1
310755,0
310756,0
310757,1
310758,1
310759,0
310760,1
310761,0
310762,0
310763,0
310764,0
310765,0
310766,1
310767,0
310768,1
310769,0
310770,0
310771,0
310772,1
310773,1
310774,1
310775,1
310776,1
310777,1
310778,0
310779,1
310780,1
310781,0
310782,1
310783,1
310784,1
310785,1
310786,0
310787,1
310788,0
310789,0
310790,1
310791,1
310792,1
310793,1
310794,1
310795,1
310796,0
310797,1
310798,1
310799,1
310800,0
310801,1
310802,0
310803,1
310804,1
310805,1
310806,1
310807,1
310808,1
310809,1
310810,1
310811,0
310812,1
310813,1
310814,0
310815,1
310816,1
310817,1
310818,0
310819,1
310820,1
310821,1
310822,1
310823,1
310824,1
310825,1
310826,1
310827,1
310828,1
310829,0
310830,1
310831,1
310832,0
310833,1
310834,0
310835,0
310836,1
310837,1
310838,0
310839,1
310840,1
310841,0
310842,0
310843,0
310844,1
310845,1
310846,0
310847,1
310848,1
310849,0
310850,1
310851,0
310852,0
310853,1
310854,1
310855,0
310856,1
310857,1
310858,1
310859,0
310860,1
310861,1
310862,0
310863,1
310864,1
310865,1
310866,1
310867,0
310868,1
310869,1
310870,1
310871,1
310872,1
310873,0
310874,1
310875,0
310876,0
310877,1
310878,0
310879,1
310880,0
310881,1
310882,0
310883,0
310884,0
310885,1
310886,1
310887,0
310888,1
310889,0
310890,1
310891,0
310892,1
310893,1
310894,1
310895,0
310896,1
310897,1
310898,1
310899,1
310900,0
310901,1
310902,0
310903,0
310904,1
310905,0
310906,1
310907,1
310908,0
310909,0
310910,0
310911,1
310912,0
310913,1
310914,0
310915,0
310916,0
310917,1
310918,0
310919,1
310920,1
310921,1
310922,1
310923,1
310924,1
310925,1
310926,1
310927,0
310928,1
310929,0
310930,1
310931,1
310932,1
310933,1
310934,1
310935,1
310936,0
310937,0
310938,1
310939,0
310940,1
310941,1
310942,1
310943,1
310944,1
310945,1
310946,1
310947,1
310948,1
310949,0
310950,1
310951,1
310952,1
310953,0
310954,0
310955,0
310956,0
310957,1
310958,1
310959,1
310960,1
310961,1
310962,1
310963,1
310964,1
310965,1
310966,1
310967,1
310968,0
310969,1
310970,0
310971,1
310972,1
310973,1
310974,1
310975,1
310976,0
310977,0
310978,0
310979,0
310980,0
310981,1
310982,1
310983,1
310984,1
310985,1
310986,1
310987,0
310988,1
310989,1
310990,1
310991,1
310992,0
310993,1
310994,1
310995,1
310996,1
310997,1
310998,1
310999,1
311000,1
311001,1
311002,1
311003,1
311004,0
311005,1
311006,1
311007,1
311008,0
311009,1
311010,1
311011,0
311012,0
311013,1
311014,0
311015,0
311016,1
311017,1
311018,0
311019,0
311020,0
311021,1
311022,0
311023,1
311024,0
311025,1
311026,1
311027,1
311028,1
311029,0
311030,1
311031,0
311032,1
311033,0
311034,0
311035,1
311036,1
311037,0
311038,0
311039,1
311040,1
311041,1
311042,0
311043,0
311044,0
311045,0
311046,1
311047,1
311048,1
311049,1
311050,1
311051,0
311052,1
311053,0
311054,1
311055,1
311056,1
311057,0
311058,0
311059,1
311060,1
311061,1
311062,0
311063,1
311064,1
311065,0
311066,0
311067,1
311068,1
311069,1
311070,1
311071,1
311072,1
311073,1
311074,1
311075,0
311076,0
311077,1
311078,0
311079,1
311080,1
311081,1
311082,0
311083,1
311084,1
311085,1
311086,1
311087,1
311088,1
311089,0
311090,1
311091,1
311092,1
311093,0
311094,0
311095,1
311096,0
311097,1
311098,1
311099,0
311100,1
311101,0
311102,1
311103,0
311104,1
311105,0
311106,0
311107,1
311108,1
311109,1
311110,1
311111,0
311112,1
311113,0
311114,0
311115,1
311116,1
311117,1
311118,1
311119,0
311120,0
311121,1
311122,1
311123,1
311124,1
311125,1
311126,0
311127,1
311128,1
311129,1
311130,0
311131,0
311132,1
311133,1
311134,1
311135,0
311136,1
311137,1
311138,1
311139,0
311140,1
311141,1
311142,1
311143,1
311144,1
311145,1
311146,1
311147,0
311148,1
311149,0
311150,1
311151,1
311152,1
311153,1
311154,1
311155,1
311156,0
311157,1
311158,0
311159,1
311160,1
311161,0
311162,1
311163,0
311164,1
311165,1
311166,0
311167,0
311168,1
311169,0
311170,0
311171,1
311172,1
311173,0
311174,0
311175,0
311176,1
311177,1
311178,1
311179,1
311180,1
311181,1
311182,0
311183,0
311184,0
311185,1
311186,1
311187,0
311188,1
311189,1
311190,1
311191,1
311192,0
311193,0
311194,0
311195,1
311196,1
311197,1
311198,1
311199,0
311200,1
311201,1
311202,0
311203,0
311204,1
311205,1
311206,1
311207,1
311208,1
311209,0
311210,1
311211,1
311212,0
311213,0
311214,1
311215,0
311216,1
311217,1
311218,1
311219,1
311220,1
311221,0
311222,0
311223,1
311224,1
311225,0
311226,0
311227,1
311228,1
311229,1
311230,1
311231,1
311232,1
311233,1
311234,0
311235,1
311236,1
311237,0
311238,1
311239,1
311240,1
311241,0
311242,0
311243,1
311244,1
311245,0
311246,0
311247,1
311248,1
311249,1
311250,1
311251,1
311252,1
311253,0
311254,0
311255,0
311256,1
311257,0
311258,1
311259,1
311260,0
311261,1
311262,0
311263,1
311264,0
311265,1
311266,0
311267,0
311268,0
311269,0
311270,0
311271,0
311272,0
311273,0
311274,0
311275,0
311276,1
311277,0
311278,1
311279,1
311280,1
311281,0
311282,1
311283,1
311284,1
311285,0
311286,0
311287,1
311288,1
311289,1
311290,1
311291,1
311292,1
311293,1
311294,1
311295,0
311296,0
311297,1
311298,0
311299,0
311300,1
311301,1
311302,0
311303,0
311304,1
311305,0
311306,1
311307,1
311308,1
311309,1
311310,1
311311,1
311312,1
311313,0
311314,0
311315,1
311316,0
311317,1
311318,1
311319,1
311320,0
311321,1
311322,0
311323,1
311324,0
311325,1
311326,0
311327,1
311328,0
311329,1
311330,1
311331,1
311332,1
311333,0
311334,1
311335,0
311336,1
311337,0
311338,0
311339,0
311340,1
311341,1
311342,1
311343,0
311344,0
311345,0
311346,0
311347,0
311348,0
311349,1
311350,0
311351,0
311352,1
311353,1
311354,0
311355,1
311356,1
311357,1
311358,0
311359,1
311360,0
311361,1
311362,1
311363,1
311364,1
311365,1
311366,1
311367,1
311368,1
311369,0
311370,1
311371,1
311372,0
311373,0
311374,1
311375,0
311376,1
311377,1
311378,0
311379,0
311380,0
311381,1
311382,1
311383,0
311384,1
311385,0
311386,1
311387,0
311388,1
311389,1
311390,0
311391,0
311392,1
311393,0
311394,1
311395,1
311396,0
311397,1
311398,1
311399,1
311400,1
311401,1
311402,0
311403,0
311404,0
311405,1
311406,1
311407,1
311408,1
311409,1
311410,1
311411,1
311412,1
311413,1
311414,1
311415,0
311416,0
311417,0
311418,0
311419,0
311420,1
311421,1
311422,1
311423,1
311424,0
311425,1
311426,0
311427,1
311428,1
311429,1
311430,1
311431,0
311432,1
311433,1
311434,1
311435,0
311436,0
311437,0
311438,1
311439,0
311440,0
311441,1
311442,1
311443,0
311444,0
311445,0
311446,0
311447,1
311448,1
311449,1
311450,1
311451,0
311452,0
311453,1
311454,0
311455,0
311456,1
311457,0
311458,0
311459,0
311460,0
311461,0
311462,1
311463,1
311464,0
311465,0
311466,1
311467,1
311468,1
311469,0
311470,1
311471,1
311472,1
311473,0
311474,1
311475,0
311476,1
311477,1
311478,1
311479,1
311480,1
311481,1
311482,0
311483,1
311484,1
311485,1
311486,1
311487,1
311488,1
311489,1
311490,1
311491,1
311492,1
311493,0
311494,0
311495,0
311496,1
311497,1
311498,1
311499,1
311500,0
311501,1
311502,0
311503,0
311504,0
311505,0
311506,0
311507,0
311508,0
311509,0
311510,1
311511,1
311512,1
311513,1
311514,0
311515,0
311516,0
311517,1
311518,0
311519,1
311520,1
311521,1
311522,1
311523,1
311524,1
311525,1
311526,1
311527,1
311528,1
311529,1
311530,1
311531,1
311532,0
311533,0
311534,1
311535,1
311536,1
311537,0
311538,1
311539,0
311540,0
311541,0
311542,1
311543,0
311544,0
311545,1
311546,1
311547,0
311548,1
311549,1
311550,1
311551,0
311552,1
311553,0
311554,1
311555,1
311556,0
311557,1
311558,1
311559,1
311560,1
311561,1
311562,0
311563,1
311564,1
311565,0
311566,0
311567,1
311568,1
311569,0
311570,0
311571,1
311572,0
311573,1
311574,1
311575,1
311576,0
311577,0
311578,1
311579,0
311580,1
311581,0
311582,1
311583,1
311584,1
311585,1
311586,1
311587,1
311588,1
311589,0
311590,0
311591,0
311592,1
311593,1
311594,1
311595,0
311596,1
311597,0
311598,1
311599,1
311600,1
311601,1
311602,1
311603,0
311604,1
311605,1
311606,1
311607,0
311608,0
311609,1
311610,1
311611,1
311612,1
311613,0
311614,0
311615,0
311616,0
311617,1
311618,1
311619,1
311620,0
311621,0
311622,1
311623,0
311624,0
311625,0
311626,1
311627,1
311628,1
311629,1
311630,1
311631,1
311632,1
311633,1
311634,1
311635,1
311636,1
311637,1
311638,0
311639,0
311640,0
311641,0
311642,0
311643,0
311644,1
311645,1
311646,1
311647,1
311648,1
311649,0
311650,1
311651,0
311652,1
311653,1
311654,1
311655,0
311656,0
311657,0
311658,1
311659,1
311660,1
311661,1
311662,0
311663,1
311664,0
311665,0
311666,1
311667,1
311668,1
311669,1
311670,0
311671,0
311672,1
311673,1
311674,1
311675,0
311676,0
311677,0
311678,0
311679,0
311680,1
311681,1
311682,1
311683,0
311684,0
311685,1
311686,1
311687,0
311688,0
311689,1
311690,1
311691,0
311692,1
311693,1
311694,1
311695,1
311696,0
311697,0
311698,1
311699,0
311700,0
311701,1
311702,0
311703,0
311704,1
311705,0
311706,0
311707,1
311708,1
311709,1
311710,1
311711,0
311712,0
311713,1
311714,1
311715,1
311716,1
311717,0
311718,0
311719,0
311720,1
311721,0
311722,1
311723,1
311724,1
311725,1
311726,1
311727,0
311728,1
311729,1
311730,1
311731,0
311732,1
311733,1
311734,1
311735,1
311736,1
311737,1
311738,0
311739,1
311740,0
311741,0
311742,0
311743,1
311744,0
311745,0
311746,1
311747,0
311748,0
311749,1
311750,0
311751,1
311752,1
311753,1
311754,0
311755,0
311756,0
311757,1
311758,1
311759,0
311760,1
311761,0
311762,1
311763,1
311764,1
311765,1
311766,1
311767,0
311768,1
311769,1
311770,1
311771,0
311772,0
311773,0
311774,0
311775,0
311776,1
311777,1
311778,1
311779,1
311780,1
311781,0
311782,1
311783,1
311784,1
311785,1
311786,1
311787,0
311788,1
311789,1
311790,1
311791,1
311792,1
311793,1
311794,1
311795,1
311796,0
311797,1
311798,1
311799,1
311800,1
311801,0
311802,1
311803,1
311804,0
311805,1
311806,1
311807,1
311808,0
311809,0
311810,1
311811,0
311812,1
311813,0
311814,1
311815,1
311816,0
311817,1
311818,0
311819,0
311820,1
311821,0
311822,1
311823,1
311824,1
311825,0
311826,1
311827,0
311828,0
311829,0
311830,1
311831,0
311832,1
311833,0
311834,1
311835,1
311836,0
311837,1
311838,1
311839,1
311840,0
311841,0
311842,0
311843,1
311844,1
311845,0
311846,0
311847,1
311848,0
311849,0
311850,0
311851,0
311852,0
311853,0
311854,0
311855,1
311856,1
311857,0
311858,0
311859,1
311860,0
311861,0
311862,1
311863,1
311864,0
311865,0
311866,1
311867,1
311868,1
311869,0
311870,1
311871,1
311872,0
311873,1
311874,1
311875,1
311876,0
311877,0
311878,1
311879,1
311880,1
311881,1
311882,1
311883,0
311884,1
311885,1
311886,0
311887,0
311888,1
311889,0
311890,1
311891,1
311892,1
311893,1
311894,0
311895,0
311896,1
311897,0
311898,0
311899,0
311900,1
311901,0
311902,1
311903,1
311904,1
311905,1
311906,0
311907,0
311908,0
311909,1
311910,1
311911,0
311912,0
311913,1
311914,0
311915,0
311916,1
311917,1
311918,0
311919,1
311920,1
311921,1
311922,1
311923,1
311924,0
311925,0
311926,0
311927,1
311928,1
311929,1
311930,0
311931,1
311932,0
311933,1
311934,0
311935,1
311936,1
311937,1
311938,1
311939,0
311940,1
311941,1
311942,1
311943,1
311944,1
311945,0
311946,1
311947,1
311948,1
311949,0
311950,0
311951,1
311952,1
311953,1
311954,1
311955,0
311956,0
311957,0
311958,1
311959,0
311960,1
311961,0
311962,0
311963,0
311964,0
311965,1
311966,0
311967,1
311968,1
311969,1
311970,0
311971,0
311972,1
311973,1
311974,1
311975,1
311976,0
311977,1
311978,1
311979,1
311980,1
311981,1
311982,1
311983,1
311984,0
311985,0
311986,1
311987,1
311988,1
311989,0
311990,1
311991,0
311992,1
311993,1
311994,0
311995,0
311996,0
311997,1
311998,1
311999,0
312000,1
312001,1
312002,0
312003,1
312004,0
312005,1
312006,1
312007,1
312008,0
312009,1
312010,1
312011,1
312012,1
312013,0
312014,1
312015,1
312016,0
312017,0
312018,0
312019,1
312020,1
312021,1
312022,1
312023,0
312024,1
312025,0
312026,0
312027,1
312028,0
312029,1
312030,0
312031,1
312032,1
312033,1
312034,1
312035,1
312036,0
312037,1
312038,0
312039,1
312040,1
312041,1
312042,0
312043,1
312044,0
312045,0
312046,0
312047,1
312048,0
312049,0
312050,1
312051,1
312052,1
312053,0
312054,1
312055,0
312056,1
312057,1
312058,0
312059,1
312060,1
312061,0
312062,0
312063,1
312064,0
312065,1
312066,1
312067,1
312068,1
312069,1
312070,1
312071,0
312072,1
312073,0
312074,1
312075,1
312076,0
312077,1
312078,1
312079,0
312080,1
312081,0
312082,0
312083,1
312084,1
312085,1
312086,1
312087,1
312088,0
312089,1
312090,1
312091,0
312092,1
312093,1
312094,1
312095,0
312096,1
312097,0
312098,0
312099,1
312100,1
312101,1
312102,1
312103,1
312104,1
312105,0
312106,0
312107,1
312108,1
312109,1
312110,0
312111,0
312112,1
312113,1
312114,1
312115,1
312116,1
312117,1
312118,1
312119,0
312120,1
312121,1
312122,1
312123,0
312124,0
312125,0
